"Year","Month","Date","GTA","Nino1.2SST","Nino1.2SSTAnomalies","Nino3SST","Nino3SSTAnomalies","Nino3.4SST","Nino3.4SSTAnomalies","Nino4SST","Nino4SSTAnomalies","TNI","PNA","OLR","SOI","Season.2.Month.","MEI.v2","Season.3.Month.","ONI","Season.12.Month.","ENSO","Time","Temp","Temp_Uncertainty","Country"
1993,"JUN","6/1/1993",0.32,23.53,0.36,26.82,0.18,27.86,0.15,28.76,-0.08,-0.629,0.66,-1.4,-0.8,"MJ",1.1,"MJJ",0.6,"1993-1994","N","1993-06-01",29.499,0.155,"India"
1993,"MAR","3/1/1993",0.38,26.84,0.23,27.38,0.22,27.46,0.23,28.29,0.07,-0.417,0.94,-1,-0.5,"FM",0.9,"FMA",0.5,"1993-1994","N","1993-03-01",23.076,0.24,"India"
1993,"MAY","5/1/1993",0.31,25.16,0.54,28.05,0.84,28.53,0.65,28.79,0,-0.481,2.43,-1.5,-0.3,"AM",1.4,"AMJ",0.7,"1993-1994","N","1993-05-01",30.554,0.38,"India"
1993,"NOV","11/1/1993",0.1,21.64,0.01,25.21,0.01,26.9,0.08,28.76,0.08,-1.162,-0.35,-0.1,-0.1,"ON",0.7,"OND",0,"1993-1994","N","1993-11-01",21.416,0.226,"India"
1993,"OCT","10/1/1993",0.22,21.19,0.32,25.28,0.2,26.96,0.19,28.66,-0.02,-1.17,-0.17,-1.5,-1.1,"SO",0.9,"SON",0.1,"1993-1994","N","1993-10-01",24.869,0.157,"India"
1993,"SEP","9/1/1993",0.21,20.88,0.3,25.16,0.15,27,0.24,28.83,0.16,-1.186,-0.97,-0.9,-0.7,"AS",0.6,"ASO",0.2,"1993-1994","N","1993-09-01",26,0.153,"India"
1994,"APR","4/1/1994",0.41,24.51,-1.22,27.01,-0.56,27.88,0.08,28.4,-0.11,-1.847,-0.7,-0.3,-1.3,"MA",0.2,"MAM",0.3,"1994-1995","ME","1994-04-01",27.096,0.249,"India"
1994,"AUG","8/1/1994",0.26,19.89,-0.96,24.87,-0.35,27.3,0.4,29.31,0.61,-2.609,-1.38,-0.6,-1.2,"JA",0.9,"JAS",0.4,"1994-1995","ME","1994-08-01",26.25,0.227,"India"
1994,"DEC","12/1/1994",0.4,23.46,0.62,26.07,0.8,27.79,1.15,29.16,0.71,-1.493,0.39,-2.8,-1.2,"ND",0.8,"NDJ",1.1,"1994-1995","ME","1994-12-01",17.563,0.183,"India"
1994,"FEB","2/1/1994",0.06,25.76,-0.34,26.19,-0.19,26.65,-0.08,27.89,-0.2,-1.399,-1.27,0.6,0.3,"JF",-0.1,"JFM",0.1,"1994-1995","ME","1994-02-01",19.451,0.268,"India"
1994,"JAN","1/1/1994",0.21,24.31,-0.2,25.75,0.08,26.58,0.02,28.31,0.09,-1.203,-0.8,-0.1,-0.1,"DJ",0.1,"DJF",0.1,"1994-1995","ME","1994-01-01",18.15,0.284,"India"
1994,"JUL","7/1/1994",0.31,21.22,-0.61,25.26,-0.61,27.29,-0.01,29.25,0.47,-2.8,-0.06,-0.3,-1.3,"JJ",0.9,"JJA",0.4,"1994-1995","ME","1994-07-01",26.566,0.295,"India"
1994,"JUN","6/1/1994",0.43,22.42,-0.75,26.42,-0.23,27.84,0.13,29.03,0.19,-2.75,-1.36,0.1,-0.4,"MJ",0.4,"MJJ",0.4,"1994-1995","ME","1994-06-01",29.13,0.212,"India"
1994,"MAR","3/1/1994",0.3,25.54,-1.06,26.86,-0.3,27.38,0.15,28.28,0.06,-1.611,0.23,0.3,-0.7,"FM",0,"FMA",0.2,"1994-1995","ME","1994-03-01",25.081,0.192,"India"
1994,"MAY","5/1/1994",0.32,23.52,-1.1,26.95,-0.26,28,0.12,28.98,0.19,-2.339,0.48,-0.1,-0.7,"AM",0.2,"AMJ",0.4,"1994-1995","ME","1994-05-01",30.833,0.149,"India"
1994,"NOV","11/1/1994",0.42,22.26,0.63,25.93,0.73,27.73,0.91,29.25,0.58,-1.657,-1.61,-1.4,-0.6,"ON",0.9,"OND",1,"1994-1995","ME","1994-11-01",21.033,0.279,"India"
1994,"OCT","10/1/1994",0.45,21.56,0.69,25.58,0.49,27.37,0.6,29.19,0.5,-2.194,-0.09,-0.6,-1.1,"SO",1.5,"SON",0.7,"1994-1995","ME","1994-10-01",24.338,0.163,"India"
1994,"SEP","9/1/1994",0.27,20.06,-0.52,24.9,-0.11,27.04,0.28,29.05,0.38,-2.5,-2.02,-1,-1.6,"AS",1,"ASO",0.6,"1994-1995","ME","1994-09-01",26.066,0.282,"India"
1995,"APR","4/1/1995",0.51,24.65,-1.08,27,-0.57,27.87,0.07,28.88,0.36,-2.296,0.04,0.2,-0.7,"MA",0.3,"MAM",0.3,"1995-1996","ML","1995-04-01",27.539,0.206,"India"
1995,"AUG","8/1/1995",0.5,20.14,-0.71,24.44,-0.78,26.33,-0.57,28.48,-0.21,-1.006,-0.33,0.7,0.3,"JA",-0.6,"JAS",-0.5,"1995-1996","ML","1995-08-01",26.712,0.189,"India"
1995,"DEC","12/1/1995",0.32,21.97,-0.86,24.31,-0.96,25.73,-0.91,27.96,-0.48,-0.028,0.62,1,-0.5,"ND",-0.8,"NDJ",-1,"1995-1996","ML","1995-12-01",18.33,0.159,"India"
1995,"FEB","2/1/1995",0.77,26.17,0.07,26.75,0.37,27.37,0.64,28.8,0.71,-1.911,0.68,-0.6,-0.1,"JF",0.5,"JFM",0.7,"1995-1996","ML","1995-02-01",19.761,0.286,"India"
1995,"JAN","1/1/1995",0.55,25.04,0.52,26.17,0.5,27.32,0.75,28.76,0.54,-1.726,0.2,-1.7,-0.4,"DJ",0.8,"DJF",1,"1995-1996","ML","1995-01-01",16.241,0.182,"India"
1995,"JUL","7/1/1995",0.44,21.34,-0.5,25.51,-0.36,27.09,-0.21,28.71,-0.08,-1.533,-0.74,0.4,0.4,"JJ",-0.3,"JJA",-0.2,"1995-1996","ML","1995-07-01",27.307,0.162,"India"
1995,"JUN","6/1/1995",0.49,22.44,-0.73,26.03,-0.61,27.35,-0.36,28.9,0.06,-2.004,0.9,0.4,0.1,"MJ",-0.1,"MJJ",0,"1995-1996","ML","1995-06-01",30.65,0.185,"India"
1995,"MAR","3/1/1995",0.49,26.3,-0.3,26.97,-0.2,27.53,0.3,28.81,0.59,-2.19,0.03,0,0.8,"FM",0.2,"FMA",0.5,"1995-1996","ML","1995-03-01",23.476,0.179,"India"
1995,"MAY","5/1/1995",0.32,23.37,-1.24,26.4,-0.82,27.67,-0.21,29.05,0.26,-2.263,0.09,0.2,-0.4,"AM",0.4,"AMJ",0.1,"1995-1996","ML","1995-05-01",30.265,0.166,"India"
1995,"NOV","11/1/1995",0.48,21.53,-0.1,24.18,-1.01,25.81,-1.01,28.05,-0.63,-0.188,-0.73,0.8,0,"ON",-0.6,"OND",-1,"1995-1996","ML","1995-11-01",21.247,0.215,"India"
1995,"OCT","10/1/1995",0.44,20.05,-0.82,24.18,-0.9,25.82,-0.94,28.11,-0.57,-0.342,0.11,0.9,0,"SO",-0.6,"SON",-1,"1995-1996","ML","1995-10-01",25.071,0.164,"India"
1995,"SEP","9/1/1995",0.44,20.23,-0.35,24.16,-0.85,26.1,-0.66,28.36,-0.32,-0.569,1.22,0.4,0.3,"AS",-0.8,"ASO",-0.8,"1995-1996","ML","1995-09-01",26.558,0.17,"India"
1996,"APR","4/1/1996",0.37,24.09,-1.64,26.63,-0.94,27.32,-0.49,28.01,-0.5,-0.911,0.51,0.4,0.8,"MA",-0.8,"MAM",-0.4,"1996-1997","N","1996-04-01",27.803,0.152,"India"
1996,"AUG","8/1/1996",0.43,19.75,-1.11,24.68,-0.54,26.59,-0.31,28.44,-0.26,-1.961,-0.93,0.5,0.7,"JA",-0.5,"JAS",-0.3,"1996-1997","N","1996-08-01",26.11,0.206,"India"
1996,"DEC","12/1/1996",0.38,21.67,-1.16,24.2,-1.06,26.04,-0.6,28.31,-0.14,-1.505,-1.53,0.7,0.9,"ND",-0.5,"NDJ",-0.5,"1996-1997","N","1996-12-01",17.53,0.214,"India"
1996,"FEB","2/1/1996",0.49,25.6,-0.49,25.72,-0.66,25.96,-0.77,27.48,-0.62,-0.373,-0.7,1.6,0.3,"JF",-0.7,"JFM",-0.8,"1996-1997","N","1996-02-01",20.237,0.166,"India"
1996,"JAN","1/1/1996",0.28,23.83,-0.69,24.96,-0.71,25.74,-0.83,27.75,-0.48,0.036,-0.68,1.7,1,"DJ",-0.8,"DJF",-0.9,"1996-1997","N","1996-01-01",17.819,0.238,"India"
1996,"JUL","7/1/1996",0.35,20.49,-1.34,25.22,-0.65,26.93,-0.37,28.37,-0.42,-2.02,0.18,0.5,0.7,"JJ",-0.6,"JJA",-0.3,"1996-1997","N","1996-07-01",27.31,0.178,"India"
1996,"JUN","6/1/1996",0.37,21.86,-1.31,25.87,-0.78,27.23,-0.48,28.45,-0.39,-1.984,-1.18,0.5,1.2,"MJ",-0.7,"MJJ",-0.3,"1996-1997","N","1996-06-01",29.185,0.186,"India"
1996,"MAR","3/1/1996",0.36,26.15,-0.45,26.66,-0.5,26.58,-0.66,27.62,-0.61,-0.6,-0.75,1.1,1.1,"FM",-0.6,"FMA",-0.6,"1996-1997","N","1996-03-01",25.032,0.149,"India"
1996,"MAY","5/1/1996",0.34,23.28,-1.34,26.36,-0.85,27.37,-0.51,28.41,-0.38,-1.525,0.37,0.4,0.3,"AM",-0.9,"AMJ",-0.3,"1996-1997","N","1996-05-01",30.506,0.133,"India"
1996,"NOV","11/1/1996",0.43,20.34,-1.29,24.56,-0.64,26.39,-0.43,28.24,-0.43,-1.662,-0.44,0.5,-0.1,"ON",-0.2,"OND",-0.5,"1996-1997","N","1996-11-01",21.013,0.246,"India"
1996,"OCT","10/1/1996",0.17,20.14,-0.73,24.4,-0.68,26.22,-0.55,28.34,-0.35,-1.73,-0.67,0.5,0.6,"SO",-0.3,"SON",-0.4,"1996-1997","N","1996-10-01",24.263,0.211,"India"
1996,"SEP","9/1/1996",0.27,19.5,-1.08,24.46,-0.55,26.41,-0.35,28.36,-0.32,-1.89,-0.27,0.6,0.6,"AS",-0.2,"ASO",-0.4,"1996-1997","N","1996-09-01",26.435,0.142,"India"
1997,"APR","4/1/1997",0.41,26.53,0.8,27.26,-0.31,27.7,-0.11,29,0.48,0.297,0.29,-1.2,-0.6,"MA",0.4,"MAM",0.3,"1997-1998","VSE","1997-04-01",26.243,0.248,"India"
1997,"AUG","8/1/1997",0.47,24.57,3.71,27.54,2.32,28.58,1.68,29.03,0.33,2.833,-0.55,-1.7,-1.4,"JA",2.3,"JAS",1.9,"1997-1998","VSE","1997-08-01",26.696,0.258,"India"
1997,"DEC","12/1/1997",0.59,26.57,3.73,28.33,3.07,28.74,2.1,28.89,0.44,2.858,0.85,-1.5,-1,"ND",2,"NDJ",2.4,"1997-1998","VSE","1997-12-01",17.601,0.28,"India"
1997,"FEB","2/1/1997",0.39,25.64,-0.45,25.66,-0.72,26.34,-0.39,28.22,0.12,-1.149,0.45,0.5,1.7,"JF",-0.9,"JFM",-0.4,"1997-1998","VSE","1997-02-01",19.247,0.159,"India"
1997,"JAN","1/1/1997",0.29,23.58,-0.93,24.69,-0.98,25.95,-0.61,28.12,-0.1,-1.345,0.16,0.5,0.5,"DJ",-0.8,"DJF",-0.5,"1997-1998","VSE","1997-01-01",16.666,0.173,"India"
1997,"JUL","7/1/1997",0.41,25.42,3.59,27.65,1.77,28.57,1.27,29.19,0.4,2.51,0.1,-1.5,-0.8,"JJ",2.1,"JJA",1.6,"1997-1998","VSE","1997-07-01",27.504,0.221,"India"
1997,"JUN","6/1/1997",0.56,25.97,2.79,27.85,1.21,28.52,0.81,29.04,0.2,1.783,-0.25,-0.9,-1.4,"MJ",2.4,"MJJ",1.2,"1997-1998","VSE","1997-06-01",29.067,0.174,"India"
1997,"MAR","3/1/1997",0.51,26.83,0.23,26.73,-0.44,26.88,-0.36,28.35,0.13,-0.538,-1.56,-1,-0.4,"FM",-0.4,"FMA",-0.1,"1997-1998","VSE","1997-03-01",24.18,0.358,"India"
1997,"MAY","5/1/1997",0.42,26.44,1.83,27.67,0.46,28.28,0.4,29.21,0.42,1.055,0.77,-1.7,-1.3,"AM",1.1,"AMJ",0.8,"1997-1998","VSE","1997-05-01",29.47,0.185,"India"
1997,"NOV","11/1/1997",0.65,25.36,3.73,28.23,3.04,28.93,2.11,29.29,0.61,3.037,0.86,-0.6,-1.2,"ON",2,"OND",2.4,"1997-1998","VSE","1997-11-01",21.638,0.165,"India"
1997,"OCT","10/1/1997",0.68,24.44,3.57,27.78,2.69,28.73,1.96,28.99,0.3,3.09,-0.12,-2.6,-1.5,"SO",1.9,"SON",2.3,"1997-1998","VSE","1997-10-01",23.828,0.23,"India"
1997,"SEP","9/1/1997",0.59,24.21,3.63,27.53,2.52,28.6,1.84,29.23,0.56,2.944,0.22,-1.4,-1.4,"AS",2.2,"ASO",2.1,"1997-1998","VSE","1997-09-01",26.428,0.226,"India"
1998,"APR","4/1/1998",0.7,28.07,2.34,28.77,1.2,28.3,0.5,28.39,-0.12,2.983,0.85,1,-1.4,"MA",2.3,"MAM",1,"1998-1999","SL","1998-04-01",28.3,0.21,"India"
1998,"AUG","8/1/1998",0.68,21.98,1.12,24.78,-0.43,25.7,-1.2,27.79,-0.9,2.45,-0.6,0.6,1.2,"JA",-1.8,"JAS",-1.1,"1998-1999","SL","1998-08-01",27.17,0.127,"India"
1998,"DEC","12/1/1998",0.58,23.08,0.24,24.12,-1.15,24.91,-1.73,26.96,-1.48,2.475,-0.39,1.3,1.4,"ND",-1.2,"NDJ",-1.6,"1998-1999","SL","1998-12-01",17.954,0.202,"India"
1998,"FEB","2/1/1998",0.83,28.01,1.91,28.57,2.19,28.47,1.74,28.62,0.52,2.87,0.89,-0.3,-2,"JF",2.4,"JFM",1.9,"1998-1999","SL","1998-02-01",20.157,0.14,"India"
1998,"JAN","1/1/1998",0.58,27.4,2.88,28.42,2.75,28.59,2.03,28.67,0.44,2.716,0.3,-0.7,-2.7,"DJ",2.2,"DJF",2.2,"1998-1999","SL","1998-01-01",17.511,0.245,"India"
1998,"JUL","7/1/1998",0.69,23.47,1.64,25.49,-0.38,26.15,-1.15,28.02,-0.77,2.762,1.67,0.5,1.2,"JJ",-1.5,"JJA",-0.8,"1998-1999","SL","1998-07-01",27.538,0.067,"India"
1998,"JUN","6/1/1998",0.76,25.09,1.92,26.37,-0.27,26.96,-0.75,28.36,-0.48,3.21,0.09,-0.1,1,"MJ",-0.2,"MJJ",-0.1,"1998-1999","SL","1998-06-01",30.215,0.179,"India"
1998,"MAR","3/1/1998",0.67,28.51,1.91,28.81,1.64,28.42,1.18,28.49,0.27,3.045,0.69,0.1,-2.4,"FM",2.3,"FMA",1.4,"1998-1999","SL","1998-03-01",23.313,0.197,"India"
1998,"MAY","5/1/1998",0.69,27.46,2.84,28.27,1.06,28.33,0.45,28.56,-0.23,3.164,-1.87,-0.3,0.3,"AM",1.7,"AMJ",0.5,"1998-1999","SL","1998-05-01",31.176,0.174,"India"
1998,"NOV","11/1/1998",0.44,21.45,-0.17,24.47,-0.73,25.51,-1.31,27.24,-1.43,2.225,0.7,1,1,"ON",-1.3,"OND",-1.5,"1998-1999","SL","1998-11-01",21.843,0.169,"India"
1998,"OCT","10/1/1998",0.43,21.66,0.79,24.18,-0.91,25.43,-1.34,27.27,-1.41,2.262,0.77,0.8,1.1,"SO",-1.2,"SON",-1.4,"1998-1999","SL","1998-10-01",25.228,0.11,"India"
1998,"SEP","9/1/1998",0.47,21.11,0.53,24.38,-0.63,25.73,-1.03,27.91,-0.77,2.368,0.42,0.9,1,"AS",-1.4,"ASO",-1.3,"1998-1999","SL","1998-09-01",26.66,0.156,"India"
1999,"APR","4/1/1999",0.36,24.21,-1.52,26.74,-0.83,26.81,-0.99,27.22,-1.29,1.138,0.05,1,1.4,"MA",-1.2,"MAM",-1,"1999-2000","SL","1999-04-01",29.196,0.19,"India"
1999,"AUG","8/1/1999",0.33,20.03,-0.83,24.26,-0.96,25.68,-1.22,27.74,-0.95,-0.369,1.95,0.7,0.4,"JA",-1.1,"JAS",-1.1,"1999-2000","SL","1999-08-01",26.603,0.138,"India"
1999,"DEC","12/1/1999",0.47,22.17,-0.67,23.68,-1.59,24.99,-1.65,27.21,-1.23,1.065,-0.09,1.8,1.4,"ND",-1.4,"NDJ",-1.7,"1999-2000","SL","1999-12-01",18.024,0.205,"India"
1999,"FEB","2/1/1999",0.63,25.67,-0.42,25.64,-0.74,25.63,-1.1,26.62,-1.48,2.095,-0.46,1.3,1,"JF",-1.1,"JFM",-1.3,"1999-2000","SL","1999-02-01",21.05,0.197,"India"
1999,"JAN","1/1/1999",0.49,23.82,-0.69,24.52,-1.15,24.98,-1.58,26.55,-1.67,2.451,-0.44,1.8,1.8,"DJ",-1.2,"DJF",-1.6,"1999-2000","SL","1999-01-01",16.96,0.158,"India"
1999,"JUL","7/1/1999",0.41,21.04,-0.79,25.01,-0.87,26.27,-1.03,27.7,-1.09,-0.311,-0.92,0.2,0.5,"JJ",-1.2,"JJA",-1.1,"1999-2000","SL","1999-07-01",27.293,0.172,"India"
1999,"JUN","6/1/1999",0.37,22.35,-0.83,25.84,-0.8,26.62,-1.08,27.96,-0.89,-0.101,0.43,0.5,0.3,"MJ",-1.3,"MJJ",-1,"1999-2000","SL","1999-06-01",28.786,0.165,"India"
1999,"MAR","3/1/1999",0.39,26.61,0.01,26.82,-0.35,26.34,-0.89,26.89,-1.34,1.7,0.38,1.5,1.3,"FM",-1,"FMA",-1.1,"1999-2000","SL","1999-03-01",25.097,0.126,"India"
1999,"MAY","5/1/1999",0.33,23.79,-0.82,26.57,-0.64,26.96,-0.92,27.8,-0.99,0.449,-0.05,0.7,0.2,"AM",-1.4,"AMJ",-1,"1999-2000","SL","1999-05-01",29.934,0.111,"India"
1999,"NOV","11/1/1999",0.37,20.66,-0.96,23.63,-1.57,25.19,-1.63,27.54,-1.13,0.477,0.45,0.7,1,"ON",-1.4,"OND",-1.5,"1999-2000","SL","1999-11-01",21.71,0.202,"India"
1999,"OCT","10/1/1999",0.37,20.13,-0.74,23.75,-1.34,25.58,-1.19,27.84,-0.85,0.152,0.62,0.9,1,"SO",-1.3,"SON",-1.3,"1999-2000","SL","1999-10-01",24.802,0.23,"India"
1999,"SEP","9/1/1999",0.46,19.64,-0.94,23.89,-1.12,25.73,-1.03,27.77,-0.91,-0.2,0.33,1,-0.1,"AS",-1.2,"ASO",-1.2,"1999-2000","SL","1999-09-01",26.463,0.159,"India"
2000,"APR","4/1/2000",0.61,25.94,0.21,27.38,-0.19,26.91,-0.9,27.29,-1.22,1.494,-0.58,1.1,1.2,"MA",-1,"MAM",-0.8,"2000-2001","WL","2000-04-01",28.868,0.19,"India"
2000,"AUG","8/1/2000",0.45,19.85,-1.01,24.64,-0.58,26.39,-0.51,28.14,-0.55,-0.707,-0.51,-0.1,0.7,"JA",-0.2,"JAS",-0.5,"2000-2001","WL","2000-08-01",26.821,0.306,"India"
2000,"DEC","12/1/2000",0.3,22.43,-0.41,24.55,-0.72,25.59,-1.05,27.29,-1.16,0.362,0.92,1,0.8,"ND",-0.7,"NDJ",-0.7,"2000-2001","WL","2000-12-01",18.048,0.21,"India"
2000,"FEB","2/1/2000",0.57,25.71,-0.39,25.38,-1,25.21,-1.52,26.69,-1.41,1.827,1.2,2.2,1.7,"JF",-1.2,"JFM",-1.4,"2000-2001","WL","2000-02-01",19.071,0.159,"India"
2000,"JAN","1/1/2000",0.34,23.93,-0.59,24,-1.67,24.8,-1.77,27.02,-1.2,1.452,-1.7,1.7,0.7,"DJ",-1.2,"DJF",-1.7,"2000-2001","WL","2000-01-01",17.84,0.21,"India"
2000,"JUL","7/1/2000",0.41,20.78,-1.05,25.07,-0.8,26.57,-0.73,28.21,-0.57,-0.465,-2.55,0.8,-0.2,"JJ",-0.6,"JJA",-0.6,"2000-2001","WL","2000-07-01",26.98,0.26,"India"
2000,"JUN","6/1/2000",0.36,22.69,-0.49,25.91,-0.73,27.01,-0.7,28.3,-0.55,0.17,-1.19,0.8,-0.2,"MJ",-1.1,"MJJ",-0.6,"2000-2001","WL","2000-06-01",28.511,0.206,"India"
2000,"MAR","3/1/2000",0.58,25.88,-0.72,26.56,-0.61,26.11,-1.13,26.73,-1.49,1.857,0.95,1.8,1.3,"FM",-1.4,"FMA",-1.1,"2000-2001","WL","2000-03-01",23.674,0.183,"India"
2000,"MAY","5/1/2000",0.38,23.97,-0.64,26.66,-0.56,26.91,-0.97,27.65,-1.14,0.783,-0.16,0.4,0.4,"AM",-1.2,"AMJ",-0.7,"2000-2001","WL","2000-05-01",30.089,0.166,"India"
2000,"NOV","11/1/2000",0.33,20.65,-0.97,24.29,-0.91,25.92,-0.9,28,-0.67,-0.097,0.7,0.7,1.8,"ON",-0.8,"OND",-0.8,"2000-2001","WL","2000-11-01",21.986,0.157,"India"
2000,"OCT","10/1/2000",0.33,20.38,-0.5,24.51,-0.57,26.06,-0.71,28.02,-0.66,-0.377,0.44,0.4,1.1,"SO",-0.5,"SON",-0.6,"2000-2001","WL","2000-10-01",25.583,0.222,"India"
2000,"SEP","9/1/2000",0.43,20.01,-0.57,24.55,-0.46,26.24,-0.52,28.34,-0.33,-0.798,-1.21,0.5,0.9,"AS",-0.3,"ASO",-0.6,"2000-2001","WL","2000-09-01",26.505,0.134,"India"
2001,"APR","4/1/2001",0.55,26.26,0.53,27.35,-0.22,27.24,-0.56,27.91,-0.6,0.239,-0.7,0,0.2,"MA",-0.7,"MAM",-0.3,"2001-2002","N","2001-04-01",27.661,0.108,"India"
2001,"AUG","8/1/2001",0.48,20.31,-0.55,24.86,-0.35,26.81,-0.09,28.77,0.07,-2.846,-0.14,-0.4,-0.4,"JA",0.2,"JAS",-0.1,"2001-2002","N","2001-08-01",26.762,0.094,"India"
2001,"DEC","12/1/2001",0.63,22.19,-0.64,24.68,-0.59,26.11,-0.53,28.36,-0.09,-2.37,0.26,-1.8,-0.8,"ND",-0.1,"NDJ",-0.3,"2001-2002","N","2001-12-01",18.447,0.245,"India"
2001,"FEB","2/1/2001",0.46,25.71,-0.38,26.17,-0.21,26.18,-0.56,27.1,-0.99,1.25,-0.51,0.6,1.7,"JF",-0.8,"JFM",-0.5,"2001-2002","N","2001-02-01",20.757,0.279,"India"
2001,"JAN","1/1/2001",0.43,24.15,-0.37,25.25,-0.43,25.81,-0.76,27.31,-0.91,0.785,1.29,1.5,1,"DJ",-0.8,"DJF",-0.7,"2001-2002","N","2001-01-01",17.295,0.247,"India"
2001,"JUL","7/1/2001",0.62,21.25,-0.58,25.5,-0.37,27.19,-0.11,28.94,0.15,-2.452,-0.36,0,-0.2,"JJ",0,"JJA",-0.1,"2001-2002","N","2001-07-01",26.891,0.171,"India"
2001,"JUN","6/1/2001",0.54,22.49,-0.69,26.42,-0.23,27.55,-0.16,28.58,-0.27,-1.504,-0.89,0,0.3,"MJ",-0.6,"MJJ",-0.1,"2001-2002","N","2001-06-01",28.053,0.288,"India"
2001,"MAR","3/1/2001",0.56,26.94,0.34,27.27,0.1,26.86,-0.37,27.5,-0.73,0.853,0.39,0.8,0.9,"FM",-0.7,"FMA",-0.4,"2001-2002","N","2001-03-01",24.401,0.188,"India"
2001,"MAY","5/1/2001",0.57,24.26,-0.35,26.99,-0.22,27.42,-0.46,28.38,-0.41,-0.568,-0.01,-0.2,-0.5,"AM",-0.8,"AMJ",-0.3,"2001-2002","N","2001-05-01",30.374,0.167,"India"
2001,"NOV","11/1/2001",0.71,20.77,-0.85,24.35,-0.84,26.35,-0.48,28.79,0.12,-2.674,1.03,-0.4,0.7,"ON",-0.4,"OND",-0.4,"2001-2002","N","2001-11-01",22.027,0.227,"India"
2001,"OCT","10/1/2001",0.47,19.8,-1.07,24.62,-0.47,26.52,-0.25,28.87,0.19,-2.637,-0.08,-0.1,0,"SO",-0.3,"SON",-0.3,"2001-2002","N","2001-10-01",25.196,0.176,"India"
2001,"SEP","9/1/2001",0.58,19.81,-0.77,24.51,-0.5,26.58,-0.19,29.06,0.39,-2.858,0.04,0.3,0.2,"AS",-0.1,"ASO",-0.2,"2001-2002","N","2001-09-01",27.119,0.241,"India"
2002,"APR","4/1/2002",0.56,26.39,0.66,27.45,-0.12,27.84,0.03,28.88,0.37,-1.326,-2.4,0.3,-0.1,"MA",-0.4,"MAM",0.2,"2002-2003","ME","2002-04-01",28.667,0.17,"India"
2002,"AUG","8/1/2002",0.53,20.71,-0.15,25.53,0.31,27.56,0.66,29.23,0.54,-3.001,0.61,-1.6,-1,"JA",0.8,"JAS",0.9,"2002-2003","ME","2002-08-01",26.62,0.116,"India"
2002,"DEC","12/1/2002",0.5,23.73,0.89,26.42,1.15,27.94,1.3,29.28,0.83,-2.311,1.28,-1.6,-1.1,"ND",0.8,"NDJ",1.1,"2002-2003","ME","2002-12-01",18.911,0.227,"India"
2002,"FEB","2/1/2002",0.7,26.02,-0.07,26.03,-0.34,26.76,0.03,28.42,0.32,-1.343,-0.11,-1.2,1.1,"JF",-0.4,"JFM",0,"2002-2003","ME","2002-02-01",20.311,0.181,"India"
2002,"JAN","1/1/2002",0.68,23.94,-0.58,25.02,-0.65,26.36,-0.2,28.6,0.38,-1.78,-0.7,-0.2,0.4,"DJ",-0.1,"DJF",-0.2,"2002-2003","ME","2002-01-01",17.419,0.222,"India"
2002,"JUL","7/1/2002",0.59,21.86,0.02,26.17,0.3,27.88,0.58,29.24,0.46,-2.871,0.4,0.2,-0.5,"JJ",0.4,"JJA",0.8,"2002-2003","ME","2002-07-01",28.487,0.22,"India"
2002,"JUN","6/1/2002",0.53,23.3,0.12,27.13,0.48,28.31,0.6,29.34,0.5,-2.335,0.06,-0.7,-0.2,"MJ",0.4,"MJJ",0.7,"2002-2003","ME","2002-06-01",29.433,0.175,"India"
2002,"MAR","3/1/2002",0.85,27.29,0.69,27.22,0.06,27.17,-0.06,28.29,0.06,-1.287,-1.56,-1,-0.2,"FM",-0.3,"FMA",0.1,"2002-2003","ME","2002-03-01",24.871,0.216,"India"
2002,"MAY","5/1/2002",0.66,25.35,0.74,27.38,0.16,28.07,0.19,29.29,0.5,-1.663,-0.56,0.1,-0.8,"AM",-0.1,"AMJ",0.4,"2002-2003","ME","2002-05-01",30.9,0.167,"India"
2002,"NOV","11/1/2002",0.61,22.81,1.19,26.29,1.09,28.03,1.2,29.5,0.83,-2.413,1.46,-1.8,-0.5,"ON",0.7,"OND",1.3,"2002-2003","ME","2002-11-01",21.636,0.2,"India"
2002,"OCT","10/1/2002",0.56,21.64,0.77,25.75,0.66,27.79,1.02,29.25,0.57,-2.546,-0.55,-1.5,-0.4,"SO",0.7,"SON",1.2,"2002-2003","ME","2002-10-01",25.321,0.229,"India"
2002,"SEP","9/1/2002",0.66,20.8,0.22,25.68,0.67,27.61,0.85,29.24,0.56,-2.878,0.6,-1.9,-0.6,"AS",0.7,"ASO",1,"2002-2003","ME","2002-09-01",26.38,0.202,"India"
2003,"APR","4/1/2003",0.6,24.96,-0.77,27.21,-0.36,27.67,-0.14,28.67,0.16,-2.995,-0.1,0.3,-0.1,"MA",0,"MAM",0,"2003-2004","N","2003-04-01",28.592,0.245,"India"
2003,"AUG","8/1/2003",0.59,21.04,0.18,25.38,0.16,26.94,0.04,28.83,0.14,-2.412,-0.31,0.5,0.1,"JA",0,"JAS",0.2,"2003-2004","N","2003-08-01",26.742,0.275,"India"
2003,"DEC","12/1/2003",0.75,23.31,0.47,25.94,0.68,26.98,0.34,28.75,0.3,-1.522,0.56,-0.1,1.1,"ND",0.2,"NDJ",0.4,"2003-2004","N","2003-12-01",18.024,0.158,"India"
