"Year","Month","Date","GTA","Nino1.2SST","Nino1.2SSTAnomalies","Nino3SST","Nino3SSTAnomalies","Nino3.4SST","Nino3.4SSTAnomalies","Nino4SST","Nino4SSTAnomalies","TNI","PNA","OLR","SOI","Season.2.Month.","MEI.v2","Season.3.Month.","ONI","Season.12.Month.","ENSO","SUBDIVISION","Precipitation"
1953,"JUN","6/1/1953",0.21,NA,NA,NA,NA,NA,NA,NA,NA,0.532,-1.6,NA,0.1,"MJ",NA,"MJJ",0.8,"1953-1954","WE","Sub Himalayan West Bengal & Sikkim",427.7
1953,"JUN","6/1/1953",0.21,NA,NA,NA,NA,NA,NA,NA,NA,0.532,-1.6,NA,0.1,"MJ",NA,"MJJ",0.8,"1953-1954","WE","Himachal Pradesh",107.6
1953,"JUN","6/1/1953",0.21,NA,NA,NA,NA,NA,NA,NA,NA,0.532,-1.6,NA,0.1,"MJ",NA,"MJJ",0.8,"1953-1954","WE","Chhattisgarh",140.8
1953,"JUN","6/1/1953",0.21,NA,NA,NA,NA,NA,NA,NA,NA,0.532,-1.6,NA,0.1,"MJ",NA,"MJJ",0.8,"1953-1954","WE","Kerala",340.5
1953,"JUN","6/1/1953",0.21,NA,NA,NA,NA,NA,NA,NA,NA,0.532,-1.6,NA,0.1,"MJ",NA,"MJJ",0.8,"1953-1954","WE","Assam & Meghalaya",405.5
1953,"JUN","6/1/1953",0.21,NA,NA,NA,NA,NA,NA,NA,NA,0.532,-1.6,NA,0.1,"MJ",NA,"MJJ",0.8,"1953-1954","WE","Saurashtra & Kutch",66.3
1953,"JUN","6/1/1953",0.21,NA,NA,NA,NA,NA,NA,NA,NA,0.532,-1.6,NA,0.1,"MJ",NA,"MJJ",0.8,"1953-1954","WE","Punjab",54.3
1953,"JUN","6/1/1953",0.21,NA,NA,NA,NA,NA,NA,NA,NA,0.532,-1.6,NA,0.1,"MJ",NA,"MJJ",0.8,"1953-1954","WE","West Uttar Pradesh",64.6
1953,"JUN","6/1/1953",0.21,NA,NA,NA,NA,NA,NA,NA,NA,0.532,-1.6,NA,0.1,"MJ",NA,"MJJ",0.8,"1953-1954","WE","North Interior Karnataka",127.8
1953,"JUN","6/1/1953",0.21,NA,NA,NA,NA,NA,NA,NA,NA,0.532,-1.6,NA,0.1,"MJ",NA,"MJJ",0.8,"1953-1954","WE","West Rajasthan",15.7
1953,"JUN","6/1/1953",0.21,NA,NA,NA,NA,NA,NA,NA,NA,0.532,-1.6,NA,0.1,"MJ",NA,"MJJ",0.8,"1953-1954","WE","East Madhya Pradesh",42.7
1953,"JUN","6/1/1953",0.21,NA,NA,NA,NA,NA,NA,NA,NA,0.532,-1.6,NA,0.1,"MJ",NA,"MJJ",0.8,"1953-1954","WE","Gangetic West Bengal",311.1
1953,"JUN","6/1/1953",0.21,NA,NA,NA,NA,NA,NA,NA,NA,0.532,-1.6,NA,0.1,"MJ",NA,"MJJ",0.8,"1953-1954","WE","Haryana Delhi & Chandigarh",58.9
1953,"JUN","6/1/1953",0.21,NA,NA,NA,NA,NA,NA,NA,NA,0.532,-1.6,NA,0.1,"MJ",NA,"MJJ",0.8,"1953-1954","WE","Bihar",224.7
1953,"JUN","6/1/1953",0.21,NA,NA,NA,NA,NA,NA,NA,NA,0.532,-1.6,NA,0.1,"MJ",NA,"MJJ",0.8,"1953-1954","WE","Naga Mani Mizo Tripura",570.9
1953,"JUN","6/1/1953",0.21,NA,NA,NA,NA,NA,NA,NA,NA,0.532,-1.6,NA,0.1,"MJ",NA,"MJJ",0.8,"1953-1954","WE","Gujarat Region",143.6
1953,"JUN","6/1/1953",0.21,NA,NA,NA,NA,NA,NA,NA,NA,0.532,-1.6,NA,0.1,"MJ",NA,"MJJ",0.8,"1953-1954","WE","Coastal Andhra Pradesh",136.7
1953,"JUN","6/1/1953",0.21,NA,NA,NA,NA,NA,NA,NA,NA,0.532,-1.6,NA,0.1,"MJ",NA,"MJJ",0.8,"1953-1954","WE","Orissa",182.8
1953,"JUN","6/1/1953",0.21,NA,NA,NA,NA,NA,NA,NA,NA,0.532,-1.6,NA,0.1,"MJ",NA,"MJJ",0.8,"1953-1954","WE","Jharkhand",213
1953,"JUN","6/1/1953",0.21,NA,NA,NA,NA,NA,NA,NA,NA,0.532,-1.6,NA,0.1,"MJ",NA,"MJJ",0.8,"1953-1954","WE","Andaman & Nicobar Islands",549.9
1953,"JUN","6/1/1953",0.21,NA,NA,NA,NA,NA,NA,NA,NA,0.532,-1.6,NA,0.1,"MJ",NA,"MJJ",0.8,"1953-1954","WE","Matathwada",200.4
1953,"JUN","6/1/1953",0.21,NA,NA,NA,NA,NA,NA,NA,NA,0.532,-1.6,NA,0.1,"MJ",NA,"MJJ",0.8,"1953-1954","WE","Lakshadweep",205.8
1953,"JUN","6/1/1953",0.21,NA,NA,NA,NA,NA,NA,NA,NA,0.532,-1.6,NA,0.1,"MJ",NA,"MJJ",0.8,"1953-1954","WE","Coastal Karnataka",666.2
1953,"JUN","6/1/1953",0.21,NA,NA,NA,NA,NA,NA,NA,NA,0.532,-1.6,NA,0.1,"MJ",NA,"MJJ",0.8,"1953-1954","WE","Vidarbha",138.2
1953,"JUN","6/1/1953",0.21,NA,NA,NA,NA,NA,NA,NA,NA,0.532,-1.6,NA,0.1,"MJ",NA,"MJJ",0.8,"1953-1954","WE","Telangana",224
1953,"JUN","6/1/1953",0.21,NA,NA,NA,NA,NA,NA,NA,NA,0.532,-1.6,NA,0.1,"MJ",NA,"MJJ",0.8,"1953-1954","WE","Konkan & Goa",910.3
1953,"MAR","3/1/1953",0.14,NA,NA,NA,NA,NA,NA,NA,NA,0.325,-0.44,NA,-0.2,"FM",NA,"FMA",0.6,"1953-1954","WE","Kerala",18.5
1953,"MAR","3/1/1953",0.14,NA,NA,NA,NA,NA,NA,NA,NA,0.325,-0.44,NA,-0.2,"FM",NA,"FMA",0.6,"1953-1954","WE","Saurashtra & Kutch",0.3
1953,"MAR","3/1/1953",0.14,NA,NA,NA,NA,NA,NA,NA,NA,0.325,-0.44,NA,-0.2,"FM",NA,"FMA",0.6,"1953-1954","WE","Gujarat Region",0
1953,"MAR","3/1/1953",0.14,NA,NA,NA,NA,NA,NA,NA,NA,0.325,-0.44,NA,-0.2,"FM",NA,"FMA",0.6,"1953-1954","WE","Jammu & Kashmir",98.6
1953,"MAR","3/1/1953",0.14,NA,NA,NA,NA,NA,NA,NA,NA,0.325,-0.44,NA,-0.2,"FM",NA,"FMA",0.6,"1953-1954","WE","Telangana",3
1953,"MAR","3/1/1953",0.14,NA,NA,NA,NA,NA,NA,NA,NA,0.325,-0.44,NA,-0.2,"FM",NA,"FMA",0.6,"1953-1954","WE","Chhattisgarh",0.1
1953,"MAR","3/1/1953",0.14,NA,NA,NA,NA,NA,NA,NA,NA,0.325,-0.44,NA,-0.2,"FM",NA,"FMA",0.6,"1953-1954","WE","East Madhya Pradesh",0
1953,"MAR","3/1/1953",0.14,NA,NA,NA,NA,NA,NA,NA,NA,0.325,-0.44,NA,-0.2,"FM",NA,"FMA",0.6,"1953-1954","WE","Coastal Andhra Pradesh",0
1953,"MAR","3/1/1953",0.14,NA,NA,NA,NA,NA,NA,NA,NA,0.325,-0.44,NA,-0.2,"FM",NA,"FMA",0.6,"1953-1954","WE","Bihar",8.7
1953,"MAR","3/1/1953",0.14,NA,NA,NA,NA,NA,NA,NA,NA,0.325,-0.44,NA,-0.2,"FM",NA,"FMA",0.6,"1953-1954","WE","North Interior Karnataka",0.1
1953,"MAR","3/1/1953",0.14,NA,NA,NA,NA,NA,NA,NA,NA,0.325,-0.44,NA,-0.2,"FM",NA,"FMA",0.6,"1953-1954","WE","East Rajasthan",0
1953,"MAR","3/1/1953",0.14,NA,NA,NA,NA,NA,NA,NA,NA,0.325,-0.44,NA,-0.2,"FM",NA,"FMA",0.6,"1953-1954","WE","Andaman & Nicobar Islands",20.1
1953,"MAR","3/1/1953",0.14,NA,NA,NA,NA,NA,NA,NA,NA,0.325,-0.44,NA,-0.2,"FM",NA,"FMA",0.6,"1953-1954","WE","Konkan & Goa",0
1953,"MAR","3/1/1953",0.14,NA,NA,NA,NA,NA,NA,NA,NA,0.325,-0.44,NA,-0.2,"FM",NA,"FMA",0.6,"1953-1954","WE","Sub Himalayan West Bengal & Sikkim",88.1
1953,"MAR","3/1/1953",0.14,NA,NA,NA,NA,NA,NA,NA,NA,0.325,-0.44,NA,-0.2,"FM",NA,"FMA",0.6,"1953-1954","WE","Lakshadweep",9.3
1953,"MAR","3/1/1953",0.14,NA,NA,NA,NA,NA,NA,NA,NA,0.325,-0.44,NA,-0.2,"FM",NA,"FMA",0.6,"1953-1954","WE","Naga Mani Mizo Tripura",98.4
1953,"MAR","3/1/1953",0.14,NA,NA,NA,NA,NA,NA,NA,NA,0.325,-0.44,NA,-0.2,"FM",NA,"FMA",0.6,"1953-1954","WE","West Rajasthan",0
1953,"MAR","3/1/1953",0.14,NA,NA,NA,NA,NA,NA,NA,NA,0.325,-0.44,NA,-0.2,"FM",NA,"FMA",0.6,"1953-1954","WE","Uttarakhand",18.3
1953,"MAR","3/1/1953",0.14,NA,NA,NA,NA,NA,NA,NA,NA,0.325,-0.44,NA,-0.2,"FM",NA,"FMA",0.6,"1953-1954","WE","Punjab",0
1953,"MAR","3/1/1953",0.14,NA,NA,NA,NA,NA,NA,NA,NA,0.325,-0.44,NA,-0.2,"FM",NA,"FMA",0.6,"1953-1954","WE","Arunachal Pradesh",236
1953,"MAR","3/1/1953",0.14,NA,NA,NA,NA,NA,NA,NA,NA,0.325,-0.44,NA,-0.2,"FM",NA,"FMA",0.6,"1953-1954","WE","Assam & Meghalaya",227.3
1953,"MAR","3/1/1953",0.14,NA,NA,NA,NA,NA,NA,NA,NA,0.325,-0.44,NA,-0.2,"FM",NA,"FMA",0.6,"1953-1954","WE","South Interior Karnataka",0.7
1953,"MAR","3/1/1953",0.14,NA,NA,NA,NA,NA,NA,NA,NA,0.325,-0.44,NA,-0.2,"FM",NA,"FMA",0.6,"1953-1954","WE","Haryana Delhi & Chandigarh",0
1953,"MAR","3/1/1953",0.14,NA,NA,NA,NA,NA,NA,NA,NA,0.325,-0.44,NA,-0.2,"FM",NA,"FMA",0.6,"1953-1954","WE","Gangetic West Bengal",4.8
1953,"MAR","3/1/1953",0.14,NA,NA,NA,NA,NA,NA,NA,NA,0.325,-0.44,NA,-0.2,"FM",NA,"FMA",0.6,"1953-1954","WE","East Uttar Pradesh",1.3
1953,"MAR","3/1/1953",0.14,NA,NA,NA,NA,NA,NA,NA,NA,0.325,-0.44,NA,-0.2,"FM",NA,"FMA",0.6,"1953-1954","WE","Rayalseema",0
1953,"MAR","3/1/1953",0.14,NA,NA,NA,NA,NA,NA,NA,NA,0.325,-0.44,NA,-0.2,"FM",NA,"FMA",0.6,"1953-1954","WE","Madhya Maharashtra",0.1
1953,"MAR","3/1/1953",0.14,NA,NA,NA,NA,NA,NA,NA,NA,0.325,-0.44,NA,-0.2,"FM",NA,"FMA",0.6,"1953-1954","WE","Himachal Pradesh",98.3
1953,"MAR","3/1/1953",0.14,NA,NA,NA,NA,NA,NA,NA,NA,0.325,-0.44,NA,-0.2,"FM",NA,"FMA",0.6,"1953-1954","WE","Orissa",0.2
1953,"MAR","3/1/1953",0.14,NA,NA,NA,NA,NA,NA,NA,NA,0.325,-0.44,NA,-0.2,"FM",NA,"FMA",0.6,"1953-1954","WE","Tamil Nadu",4.8
1953,"MAR","3/1/1953",0.14,NA,NA,NA,NA,NA,NA,NA,NA,0.325,-0.44,NA,-0.2,"FM",NA,"FMA",0.6,"1953-1954","WE","Coastal Karnataka",0
1953,"MAR","3/1/1953",0.14,NA,NA,NA,NA,NA,NA,NA,NA,0.325,-0.44,NA,-0.2,"FM",NA,"FMA",0.6,"1953-1954","WE","Jharkhand",0.8
1953,"MAR","3/1/1953",0.14,NA,NA,NA,NA,NA,NA,NA,NA,0.325,-0.44,NA,-0.2,"FM",NA,"FMA",0.6,"1953-1954","WE","Matathwada",0.3
1953,"MAR","3/1/1953",0.14,NA,NA,NA,NA,NA,NA,NA,NA,0.325,-0.44,NA,-0.2,"FM",NA,"FMA",0.6,"1953-1954","WE","Vidarbha",0
1953,"MAR","3/1/1953",0.14,NA,NA,NA,NA,NA,NA,NA,NA,0.325,-0.44,NA,-0.2,"FM",NA,"FMA",0.6,"1953-1954","WE","West Uttar Pradesh",0
1953,"MAR","3/1/1953",0.14,NA,NA,NA,NA,NA,NA,NA,NA,0.325,-0.44,NA,-0.2,"FM",NA,"FMA",0.6,"1953-1954","WE","West Madhya Pradesh",0
1953,"MAY","5/1/1953",0.2,NA,NA,NA,NA,NA,NA,NA,NA,0.428,1.14,NA,-1.7,"AM",NA,"AMJ",0.8,"1953-1954","WE","Telangana",0.7
1953,"MAY","5/1/1953",0.2,NA,NA,NA,NA,NA,NA,NA,NA,0.428,1.14,NA,-1.7,"AM",NA,"AMJ",0.8,"1953-1954","WE","Matathwada",0.4
1953,"MAY","5/1/1953",0.2,NA,NA,NA,NA,NA,NA,NA,NA,0.428,1.14,NA,-1.7,"AM",NA,"AMJ",0.8,"1953-1954","WE","Uttarakhand",71.2
1953,"MAY","5/1/1953",0.2,NA,NA,NA,NA,NA,NA,NA,NA,0.428,1.14,NA,-1.7,"AM",NA,"AMJ",0.8,"1953-1954","WE","Assam & Meghalaya",377.7
1953,"MAY","5/1/1953",0.2,NA,NA,NA,NA,NA,NA,NA,NA,0.428,1.14,NA,-1.7,"AM",NA,"AMJ",0.8,"1953-1954","WE","Madhya Maharashtra",2
1953,"MAY","5/1/1953",0.2,NA,NA,NA,NA,NA,NA,NA,NA,0.428,1.14,NA,-1.7,"AM",NA,"AMJ",0.8,"1953-1954","WE","Lakshadweep",15.3
1953,"MAY","5/1/1953",0.2,NA,NA,NA,NA,NA,NA,NA,NA,0.428,1.14,NA,-1.7,"AM",NA,"AMJ",0.8,"1953-1954","WE","Naga Mani Mizo Tripura",453.5
1953,"MAY","5/1/1953",0.2,NA,NA,NA,NA,NA,NA,NA,NA,0.428,1.14,NA,-1.7,"AM",NA,"AMJ",0.8,"1953-1954","WE","Jammu & Kashmir",29.6
1953,"MAY","5/1/1953",0.2,NA,NA,NA,NA,NA,NA,NA,NA,0.428,1.14,NA,-1.7,"AM",NA,"AMJ",0.8,"1953-1954","WE","Coastal Karnataka",8.6
1953,"MAY","5/1/1953",0.2,NA,NA,NA,NA,NA,NA,NA,NA,0.428,1.14,NA,-1.7,"AM",NA,"AMJ",0.8,"1953-1954","WE","West Uttar Pradesh",7.4
1953,"MAY","5/1/1953",0.2,NA,NA,NA,NA,NA,NA,NA,NA,0.428,1.14,NA,-1.7,"AM",NA,"AMJ",0.8,"1953-1954","WE","Coastal Andhra Pradesh",43.4
1953,"MAY","5/1/1953",0.2,NA,NA,NA,NA,NA,NA,NA,NA,0.428,1.14,NA,-1.7,"AM",NA,"AMJ",0.8,"1953-1954","WE","Haryana Delhi & Chandigarh",5.9
1953,"MAY","5/1/1953",0.2,NA,NA,NA,NA,NA,NA,NA,NA,0.428,1.14,NA,-1.7,"AM",NA,"AMJ",0.8,"1953-1954","WE","Bihar",37.4
1953,"MAY","5/1/1953",0.2,NA,NA,NA,NA,NA,NA,NA,NA,0.428,1.14,NA,-1.7,"AM",NA,"AMJ",0.8,"1953-1954","WE","West Madhya Pradesh",1.1
1953,"MAY","5/1/1953",0.2,NA,NA,NA,NA,NA,NA,NA,NA,0.428,1.14,NA,-1.7,"AM",NA,"AMJ",0.8,"1953-1954","WE","West Rajasthan",6.5
1953,"MAY","5/1/1953",0.2,NA,NA,NA,NA,NA,NA,NA,NA,0.428,1.14,NA,-1.7,"AM",NA,"AMJ",0.8,"1953-1954","WE","Chhattisgarh",5.8
1953,"MAY","5/1/1953",0.2,NA,NA,NA,NA,NA,NA,NA,NA,0.428,1.14,NA,-1.7,"AM",NA,"AMJ",0.8,"1953-1954","WE","Konkan & Goa",0
1953,"MAY","5/1/1953",0.2,NA,NA,NA,NA,NA,NA,NA,NA,0.428,1.14,NA,-1.7,"AM",NA,"AMJ",0.8,"1953-1954","WE","Sub Himalayan West Bengal & Sikkim",253.2
1953,"MAY","5/1/1953",0.2,NA,NA,NA,NA,NA,NA,NA,NA,0.428,1.14,NA,-1.7,"AM",NA,"AMJ",0.8,"1953-1954","WE","Gujarat Region",0.3
1953,"MAY","5/1/1953",0.2,NA,NA,NA,NA,NA,NA,NA,NA,0.428,1.14,NA,-1.7,"AM",NA,"AMJ",0.8,"1953-1954","WE","Arunachal Pradesh",314.9
1953,"MAY","5/1/1953",0.2,NA,NA,NA,NA,NA,NA,NA,NA,0.428,1.14,NA,-1.7,"AM",NA,"AMJ",0.8,"1953-1954","WE","East Rajasthan",2.3
1953,"MAY","5/1/1953",0.2,NA,NA,NA,NA,NA,NA,NA,NA,0.428,1.14,NA,-1.7,"AM",NA,"AMJ",0.8,"1953-1954","WE","Kerala",55.4
1953,"MAY","5/1/1953",0.2,NA,NA,NA,NA,NA,NA,NA,NA,0.428,1.14,NA,-1.7,"AM",NA,"AMJ",0.8,"1953-1954","WE","Vidarbha",0.2
1953,"MAY","5/1/1953",0.2,NA,NA,NA,NA,NA,NA,NA,NA,0.428,1.14,NA,-1.7,"AM",NA,"AMJ",0.8,"1953-1954","WE","Tamil Nadu",45.8
1953,"MAY","5/1/1953",0.2,NA,NA,NA,NA,NA,NA,NA,NA,0.428,1.14,NA,-1.7,"AM",NA,"AMJ",0.8,"1953-1954","WE","North Interior Karnataka",5.8
1953,"MAY","5/1/1953",0.2,NA,NA,NA,NA,NA,NA,NA,NA,0.428,1.14,NA,-1.7,"AM",NA,"AMJ",0.8,"1953-1954","WE","Gangetic West Bengal",61.9
1953,"MAY","5/1/1953",0.2,NA,NA,NA,NA,NA,NA,NA,NA,0.428,1.14,NA,-1.7,"AM",NA,"AMJ",0.8,"1953-1954","WE","East Madhya Pradesh",2
1953,"MAY","5/1/1953",0.2,NA,NA,NA,NA,NA,NA,NA,NA,0.428,1.14,NA,-1.7,"AM",NA,"AMJ",0.8,"1953-1954","WE","Himachal Pradesh",36.9
1953,"MAY","5/1/1953",0.2,NA,NA,NA,NA,NA,NA,NA,NA,0.428,1.14,NA,-1.7,"AM",NA,"AMJ",0.8,"1953-1954","WE","Jharkhand",28.5
1953,"MAY","5/1/1953",0.2,NA,NA,NA,NA,NA,NA,NA,NA,0.428,1.14,NA,-1.7,"AM",NA,"AMJ",0.8,"1953-1954","WE","Andaman & Nicobar Islands",241.1
1953,"MAY","5/1/1953",0.2,NA,NA,NA,NA,NA,NA,NA,NA,0.428,1.14,NA,-1.7,"AM",NA,"AMJ",0.8,"1953-1954","WE","Saurashtra & Kutch",0
1953,"MAY","5/1/1953",0.2,NA,NA,NA,NA,NA,NA,NA,NA,0.428,1.14,NA,-1.7,"AM",NA,"AMJ",0.8,"1953-1954","WE","South Interior Karnataka",34.4
1953,"MAY","5/1/1953",0.2,NA,NA,NA,NA,NA,NA,NA,NA,0.428,1.14,NA,-1.7,"AM",NA,"AMJ",0.8,"1953-1954","WE","Punjab",2.2
1953,"MAY","5/1/1953",0.2,NA,NA,NA,NA,NA,NA,NA,NA,0.428,1.14,NA,-1.7,"AM",NA,"AMJ",0.8,"1953-1954","WE","Orissa",23.7
1953,"MAY","5/1/1953",0.2,NA,NA,NA,NA,NA,NA,NA,NA,0.428,1.14,NA,-1.7,"AM",NA,"AMJ",0.8,"1953-1954","WE","Rayalseema",19.8
1953,"MAY","5/1/1953",0.2,NA,NA,NA,NA,NA,NA,NA,NA,0.428,1.14,NA,-1.7,"AM",NA,"AMJ",0.8,"1953-1954","WE","East Uttar Pradesh",14.9
1953,"NOV","11/1/1953",0.04,NA,NA,NA,NA,NA,NA,NA,NA,-0.426,1.57,NA,-0.3,"ON",NA,"OND",0.8,"1953-1954","WE","East Uttar Pradesh",0
1953,"NOV","11/1/1953",0.04,NA,NA,NA,NA,NA,NA,NA,NA,-0.426,1.57,NA,-0.3,"ON",NA,"OND",0.8,"1953-1954","WE","Himachal Pradesh",9.3
1953,"NOV","11/1/1953",0.04,NA,NA,NA,NA,NA,NA,NA,NA,-0.426,1.57,NA,-0.3,"ON",NA,"OND",0.8,"1953-1954","WE","Coastal Andhra Pradesh",15.6
1953,"NOV","11/1/1953",0.04,NA,NA,NA,NA,NA,NA,NA,NA,-0.426,1.57,NA,-0.3,"ON",NA,"OND",0.8,"1953-1954","WE","Jharkhand",19.3
1953,"NOV","11/1/1953",0.04,NA,NA,NA,NA,NA,NA,NA,NA,-0.426,1.57,NA,-0.3,"ON",NA,"OND",0.8,"1953-1954","WE","Saurashtra & Kutch",0
1953,"NOV","11/1/1953",0.04,NA,NA,NA,NA,NA,NA,NA,NA,-0.426,1.57,NA,-0.3,"ON",NA,"OND",0.8,"1953-1954","WE","East Madhya Pradesh",0
1953,"NOV","11/1/1953",0.04,NA,NA,NA,NA,NA,NA,NA,NA,-0.426,1.57,NA,-0.3,"ON",NA,"OND",0.8,"1953-1954","WE","Konkan & Goa",0.2
1953,"NOV","11/1/1953",0.04,NA,NA,NA,NA,NA,NA,NA,NA,-0.426,1.57,NA,-0.3,"ON",NA,"OND",0.8,"1953-1954","WE","Matathwada",0
1953,"NOV","11/1/1953",0.04,NA,NA,NA,NA,NA,NA,NA,NA,-0.426,1.57,NA,-0.3,"ON",NA,"OND",0.8,"1953-1954","WE","West Rajasthan",0
1953,"NOV","11/1/1953",0.04,NA,NA,NA,NA,NA,NA,NA,NA,-0.426,1.57,NA,-0.3,"ON",NA,"OND",0.8,"1953-1954","WE","Uttarakhand",0
1953,"NOV","11/1/1953",0.04,NA,NA,NA,NA,NA,NA,NA,NA,-0.426,1.57,NA,-0.3,"ON",NA,"OND",0.8,"1953-1954","WE","Sub Himalayan West Bengal & Sikkim",0.4
1953,"NOV","11/1/1953",0.04,NA,NA,NA,NA,NA,NA,NA,NA,-0.426,1.57,NA,-0.3,"ON",NA,"OND",0.8,"1953-1954","WE","Chhattisgarh",2.4
1953,"NOV","11/1/1953",0.04,NA,NA,NA,NA,NA,NA,NA,NA,-0.426,1.57,NA,-0.3,"ON",NA,"OND",0.8,"1953-1954","WE","Gujarat Region",0
1953,"NOV","11/1/1953",0.04,NA,NA,NA,NA,NA,NA,NA,NA,-0.426,1.57,NA,-0.3,"ON",NA,"OND",0.8,"1953-1954","WE","Jammu & Kashmir",16
1953,"NOV","11/1/1953",0.04,NA,NA,NA,NA,NA,NA,NA,NA,-0.426,1.57,NA,-0.3,"ON",NA,"OND",0.8,"1953-1954","WE","Andaman & Nicobar Islands",246
1953,"NOV","11/1/1953",0.04,NA,NA,NA,NA,NA,NA,NA,NA,-0.426,1.57,NA,-0.3,"ON",NA,"OND",0.8,"1953-1954","WE","Bihar",0.9
1953,"NOV","11/1/1953",0.04,NA,NA,NA,NA,NA,NA,NA,NA,-0.426,1.57,NA,-0.3,"ON",NA,"OND",0.8,"1953-1954","WE","Assam & Meghalaya",5.8
1953,"NOV","11/1/1953",0.04,NA,NA,NA,NA,NA,NA,NA,NA,-0.426,1.57,NA,-0.3,"ON",NA,"OND",0.8,"1953-1954","WE","Lakshadweep",95.6
1953,"NOV","11/1/1953",0.04,NA,NA,NA,NA,NA,NA,NA,NA,-0.426,1.57,NA,-0.3,"ON",NA,"OND",0.8,"1953-1954","WE","South Interior Karnataka",2.6
1953,"NOV","11/1/1953",0.04,NA,NA,NA,NA,NA,NA,NA,NA,-0.426,1.57,NA,-0.3,"ON",NA,"OND",0.8,"1953-1954","WE","Tamil Nadu",97.1
1953,"NOV","11/1/1953",0.04,NA,NA,NA,NA,NA,NA,NA,NA,-0.426,1.57,NA,-0.3,"ON",NA,"OND",0.8,"1953-1954","WE","Kerala",62.2
1953,"NOV","11/1/1953",0.04,NA,NA,NA,NA,NA,NA,NA,NA,-0.426,1.57,NA,-0.3,"ON",NA,"OND",0.8,"1953-1954","WE","Gangetic West Bengal",38.6
1953,"NOV","11/1/1953",0.04,NA,NA,NA,NA,NA,NA,NA,NA,-0.426,1.57,NA,-0.3,"ON",NA,"OND",0.8,"1953-1954","WE","Telangana",1.7
1953,"NOV","11/1/1953",0.04,NA,NA,NA,NA,NA,NA,NA,NA,-0.426,1.57,NA,-0.3,"ON",NA,"OND",0.8,"1953-1954","WE","Punjab",0.4
1953,"NOV","11/1/1953",0.04,NA,NA,NA,NA,NA,NA,NA,NA,-0.426,1.57,NA,-0.3,"ON",NA,"OND",0.8,"1953-1954","WE","Orissa",49.8
1953,"NOV","11/1/1953",0.04,NA,NA,NA,NA,NA,NA,NA,NA,-0.426,1.57,NA,-0.3,"ON",NA,"OND",0.8,"1953-1954","WE","Madhya Maharashtra",0
1953,"NOV","11/1/1953",0.04,NA,NA,NA,NA,NA,NA,NA,NA,-0.426,1.57,NA,-0.3,"ON",NA,"OND",0.8,"1953-1954","WE","West Madhya Pradesh",0
1953,"NOV","11/1/1953",0.04,NA,NA,NA,NA,NA,NA,NA,NA,-0.426,1.57,NA,-0.3,"ON",NA,"OND",0.8,"1953-1954","WE","West Uttar Pradesh",0
1953,"NOV","11/1/1953",0.04,NA,NA,NA,NA,NA,NA,NA,NA,-0.426,1.57,NA,-0.3,"ON",NA,"OND",0.8,"1953-1954","WE","Coastal Karnataka",2.9
1953,"NOV","11/1/1953",0.04,NA,NA,NA,NA,NA,NA,NA,NA,-0.426,1.57,NA,-0.3,"ON",NA,"OND",0.8,"1953-1954","WE","Naga Mani Mizo Tripura",25
1953,"NOV","11/1/1953",0.04,NA,NA,NA,NA,NA,NA,NA,NA,-0.426,1.57,NA,-0.3,"ON",NA,"OND",0.8,"1953-1954","WE","Rayalseema",35.7
1953,"NOV","11/1/1953",0.04,NA,NA,NA,NA,NA,NA,NA,NA,-0.426,1.57,NA,-0.3,"ON",NA,"OND",0.8,"1953-1954","WE","East Rajasthan",0
1953,"NOV","11/1/1953",0.04,NA,NA,NA,NA,NA,NA,NA,NA,-0.426,1.57,NA,-0.3,"ON",NA,"OND",0.8,"1953-1954","WE","Arunachal Pradesh",10.4
1953,"NOV","11/1/1953",0.04,NA,NA,NA,NA,NA,NA,NA,NA,-0.426,1.57,NA,-0.3,"ON",NA,"OND",0.8,"1953-1954","WE","Haryana Delhi & Chandigarh",0
1953,"NOV","11/1/1953",0.04,NA,NA,NA,NA,NA,NA,NA,NA,-0.426,1.57,NA,-0.3,"ON",NA,"OND",0.8,"1953-1954","WE","Vidarbha",0
1953,"NOV","11/1/1953",0.04,NA,NA,NA,NA,NA,NA,NA,NA,-0.426,1.57,NA,-0.3,"ON",NA,"OND",0.8,"1953-1954","WE","North Interior Karnataka",0
1953,"OCT","10/1/1953",0.13,NA,NA,NA,NA,NA,NA,NA,NA,0.128,2.27,NA,0.1,"SO",NA,"SON",0.8,"1953-1954","WE","Naga Mani Mizo Tripura",136.2
1953,"OCT","10/1/1953",0.13,NA,NA,NA,NA,NA,NA,NA,NA,0.128,2.27,NA,0.1,"SO",NA,"SON",0.8,"1953-1954","WE","Kerala",410.5
1953,"OCT","10/1/1953",0.13,NA,NA,NA,NA,NA,NA,NA,NA,0.128,2.27,NA,0.1,"SO",NA,"SON",0.8,"1953-1954","WE","Chhattisgarh",55
1953,"OCT","10/1/1953",0.13,NA,NA,NA,NA,NA,NA,NA,NA,0.128,2.27,NA,0.1,"SO",NA,"SON",0.8,"1953-1954","WE","Orissa",59.2
1953,"OCT","10/1/1953",0.13,NA,NA,NA,NA,NA,NA,NA,NA,0.128,2.27,NA,0.1,"SO",NA,"SON",0.8,"1953-1954","WE","West Rajasthan",0.1
